id,foodName,ingredient,amount,time,level,recipe
132,닭죽,"밥 1인분,닭가슴살 2조각,다진 당근 5숟가락,송송 썬 부추 2뿌리,다진 파 1숟가락,소금 약간,후추 약간,참기름 1숟가락,참깨 약간,맛술 1숟가락,물 5종이컵,통마늘 3개",2인분,30분 이내,아무나,"['1. 볼에 닭고기를 넣고 맛술을 넣어 잡내를 제거한다.', '2. 냄비에 닭고기, 통마늘, 물을 넣고 삶은 후 닭고기는 익으면 건져 결대로 찢는다.', '3. 닭고기 국물에 밥, 당근을 넣어 밥이 퍼지도록 끓인다.', '4. 닭고기를 넣고 한소끔 끓이다가 부추, 파를 넣고 간한다.']"
133,닭찜,"볶음용 닭 600g,당면 1줌,감자 2개,떡볶이용 떡 11개,양파 1개,당근 1/4개,참기름 1큰술,청양고추 2개,홍고추 1개,소주 2큰술,다시마 육수 1컵,맛술 1/2컵,간장 1/2컵,설탕 1/3컵,참기름 2큰술,다진마늘 1큰술,다진생강 1작은술,송송썬 대파 1컵",3인분,60분 이내,초급,"['1. 당면을 물에 담가 불려주세요 (재료 준비하는 동안)', '2. 감자와 당근은 큼직하게 썰고.대파는 송송 썰고,홍고추와 청양고추는 어슷 썰고,양파는 채썰고 떡도 준비해 주세요.', '3. 냄비에 물을 넣고 끓으면 소주 2큰술 정도 넣고 깨끗히 씻은 닭을 넣고 2~3분정도 데쳐서 찬물에 헹궈주세요.', '4. 위의 분량의 간장 양념장을 만들어 주세요', '5. 냄비에 닭을 넣고 간장 양념장을 넣고 5분 정도 끓이다가', '6. 감자,양파,당근을 넣고 닭과 감자가 익을때 까지 끓여주세요.', '7. 불린 당면과 떡을 넣고 끓여 주세요.(저는 육수양이 딱 맞지만 만약 물이 부족하면 다시마 육수나 물을 더 넣고 조려 주세요)', '8. 홍고추와 청양고추를 넣고 한번 더 끓인후', '9. 불을 끄고 당면 위에 참기름을 넣고 섞어주세요.']"
134,당근볶음,"당근 1개,다진마늘 1작은술,다진파 1큰술,식용유 1큰술+,소금 1/2작은술,참기름 1/2작은술,통깨 1/2큰술",2인분,10분 이내,아무나,"['1. 팬에 식용유를 두르고 약불에서 다진파와 다진마늘을 볶는다', '2. 채썬 당근을 넣고 중불로 올려 빠르게 볶는다', '3. 소금간을 하고ㅡ', '4. 참기름과 통깨를 뿌리고 불을 끈다']"
135,대구볼찜,"손질해 소금간해서 꾸덕하게 말린 대구 1/2마리(1.5kg),찜용 콩나물 4줌,손질한 미나리 1줌,어슷썬 대파 1 + 1/2대,청양고추 4개,고추가루 4큰술,진간장 2큰술,국간장 4큰술,청주 4큰술,다진마늘 1+1/2큰술,설탕 1/2큰술,매실청 1큰술,후추 1/2작은술,감자전분 2큰술,물 3큰술,멸치 약간,다시마 끓인 물 3컵",2인분,30분 이내,아무나,"['1. 손질해 소금간해서 꾸덕하게 말린 대구 1/2마리 1.5kg입니다. 내장은 없고 대구 머리를 좌, 우로 반으로 잘라 1/2을 준비했습니다. 냉동실에서 미리 꺼내 해동해 주었습니다.', '2. 다듬어 파는 찜용 콩나물을 사와 씻어 준비했습니다. 찜용 콩나물 4줌', '3. 다듬어 5~6cm 길이로 자른 미나리 한줌, 어슷썬 대파 1 + 1/2대, 청양고추 4개 를 준비 했습니다.', '4. 고추가루 4큰술, 진간장 2큰술,국간장 4큰술,청주 4큰술,다진마늘 1+1/2큰술, 설탕 1/2큰술,매실청 1큰술,후추 1/2작은술을 넣고 섞어 준비해 줍니다', '5. 감자전분 2큰술,물 3큰술을 섞어 녹말물을 만들어 준비해 줍니다.', '6. 좀 넉넉한 팬에 멸치,다시마 끓인 물 3컵을 붓고 끓여 줍니다.', '7. 육수가 끓기 시작하면 대구를 넣어 줍니다.', '8. 그리고 준비한 양념을 넣고 고루 저어 끓여 줍니다', '9. 국물이 고르게 팔팔 끓으면', '10. 준비한 콩나물을 넣고 콩나물이 부서지지 않도록 뒤적이면서 섞어 가며 끓여 줍니다.', '11. 그리고 대파와 고추를 넣고 끓여 간을 봐주세요. 부족한 간은 소금으로 해주세요.', '12. 그리고 녹말물을 넣고 덩어리 지지않게 바로 휘~ 저어 줍니다.', '13. 그리고 마지막에 미나리를 넣고 고루 섞어 준 후 불을 꺼 주세요.']"
136,대구찜,"손질해 소금간해서 꾸덕하게 말린 대구 1/2마리(1.5kg),찜용 콩나물 4줌,손질한 미나리 1줌,어슷썬 대파 1 + 1/2대,청양고추 4개,고추가루 4큰술,진간장 2큰술,국간장 4큰술,청주 4큰술,다진마늘 1+1/2큰술,설탕 1/2큰술,매실청 1큰술,후추 1/2작은술,감자전분 2큰술,물 3큰술,멸치 약간,다시마 끓인 물 3컵",2인분,30분 이내,아무나,"['1. 손질해 소금간해서 꾸덕하게 말린 대구 1/2마리 1.5kg입니다. 내장은 없고 대구 머리를 좌, 우로 반으로 잘라 1/2을 준비했습니다. 냉동실에서 미리 꺼내 해동해 주었습니다.', '2. 다듬어 파는 찜용 콩나물을 사와 씻어 준비했습니다. 찜용 콩나물 4줌', '3. 다듬어 5~6cm 길이로 자른 미나리 한줌, 어슷썬 대파 1 + 1/2대, 청양고추 4개 를 준비 했습니다.', '4. 고추가루 4큰술, 진간장 2큰술,국간장 4큰술,청주 4큰술,다진마늘 1+1/2큰술, 설탕 1/2큰술,매실청 1큰술,후추 1/2작은술을 넣고 섞어 준비해 줍니다', '5. 감자전분 2큰술,물 3큰술을 섞어 녹말물을 만들어 준비해 줍니다.', '6. 좀 넉넉한 팬에 멸치,다시마 끓인 물 3컵을 붓고 끓여 줍니다.', '7. 육수가 끓기 시작하면 대구를 넣어 줍니다.', '8. 그리고 준비한 양념을 넣고 고루 저어 끓여 줍니다', '9. 국물이 고르게 팔팔 끓으면', '10. 준비한 콩나물을 넣고 콩나물이 부서지지 않도록 뒤적이면서 섞어 가며 끓여 줍니다.', '11. 그리고 대파와 고추를 넣고 끓여 간을 봐주세요. 부족한 간은 소금으로 해주세요.', '12. 그리고 녹말물을 넣고 덩어리 지지않게 바로 휘~ 저어 줍니다.', '13. 그리고 마지막에 미나리를 넣고 고루 섞어 준 후 불을 꺼 주세요.']"
137,대창구이,양념 대창 500g,2인분,30분 이내,아무나,"['1. 에어프라이어로 쉽고 간단하게  에어프라이어 양념대창구이 ♬♪  ', '2. · 에어프라이어 200도 3분 돌려서 예열해준 뒤  대창을 넣어줍니다 :)  ', '3. ·200도 10분 돌려준 뒤', '4. 한 입 크기로 잘라서 200도 5분 ~10분 돌려줍니다', '5. (저는 200도 10분 + 200도 10분 돌려줬습니다)', '6. 씹으면 육즙과 기름이 퐉!!  술안주로 정말 맛있는  에어프라이어 양념 대창구이입니다 :)']"
138,더덕구이,"더덕 11개,고추장 2큰술,고춧가루 1큰술,간장 2큰술,올리고당 2큰술,소주 1큰술,매실엑기스 2큰술,다진마늘 2큰술,참기름 2큰술,간장,참기름",4인분,30분 이내,아무나,"['1. 껍질벗긴 더덕 11개 반으로 쪼갠 후', '2. 밀대로 원하는 두께만큼 밀어주세요', '3. 더덕 밑간을 위한 유장을 만들어 주세요(간장 1: 참기름 2)', '4. 더덕에 유장을 앞뒤로 골고루 바른 후 간이 배도록 실온에서 10분동안 머물게 해주세요', '5. 그동안 양념장을 만들어 주세요(고추장 2큰술, 고추가루 1큰술, 간장 2큰술, 올리고당 2큰술, 소주 1큰술, 매실액기스 2큰술, 다진마늘 1큰술, 참기름 2큰술)', '6. 10분 후 달군 후라이팬에 유장에 간이 밴 더덕을 기름없이 초벌구이 해줬어요 붙지않아요', '7. 초벌구이한 더덕을 호일 위에 올려 앞뒤로 양념을 발라주세요', '8. 호일로 위아래를 덮었어요(펼쳐진 상태 그대로 한꺼번에 뒤집기 위해)', '9. 중불에서 뒤집으며 앞 1분>>뒤 1분>>약물에서 뒤집으며 앞 1분>>뒤 1분 구워내고 마지막 깨를 뿌리면 완성']"
139,더덕무침,"더덕 11개,고추장 3스푼(소복하게),고춧가루 1/2스푼,올리고당 1스푼,설탕 1/2스푼,매실액 1스푼,마늘다진것 1스푼,통깨 1스푼,식초 1스푼,참기름 1/2스푼",4인분,30분 이내,초급,"['1. 더덕은 손질해서 요렇게 하얀속살만 준비하세요. 더덕이 11개입니다.', '2. 준비된 더덕은 방망이로 다져주시는데요. 꼬리부분 - 몸통부분 순서로 다져주셔야 잘 다져진답니다.', '3. 잘 다져진 더덕을 손으로 먹기좋은 크기로 쭉쭉 잘라주세요. 준비된 더덕은 요렇게 볼에 담아주시구요.', '4. 중요한 더덕양념장 만들어봅니다. 고추장 소복하게 3스푼, 고춧가루 반스푼, 올리고당 1스푼, 설탕 반스푼, 매실액 1스푼, 마늘다진것 1스푼, 통깨 1스푼, 식초 1스푼, 참기름 반스푼 볼에 담구요.', '5. 양념을 골고루 섞어주세요.', '6. 준비된 양념장을 더덕위에 올리시구요.', '7. 맛나게 조물조물 무쳐주세요.', '8. 완성된 더덕무침을 접시에 담고 통깨 위에 솔솔 뿌려주세요.']"
140,도가니탕,"도가니 1.5kg,사태 또는 양지 600g,양파 1개,파 2뿌리,쪽 마늘 15개,부추 수육옆에 놓을 정도,간장 5큰술,식초 2큰술,물 1큰술,겨자 적당량(취향)",6인분 이상,2시간 이상,초급,"['1. 도가니와 사태를 흐르는 물에  깨끗이 씻은 후에  찬물에 담구어(3시간~ 반나절)  핏물을 뺀 후 건져 놓습니다. (중간중간 물을 바꿔주세요)  큰 냄비에 도가니와 사태를 넣고 넉넉히 잠길만큼의  물을 붓고 화라락~ 끓어오르면  3분간 끓이다가 불을 끈 후, 도가니와 고기는 체에 받아내고  끓인 물은 버립니다. 체에 있는 도가니는 흐르는 물로  다시 한 번 헹구어 주어요.', '2. 깨끗이 헹구어 낸  도가니와 사태를 다시 냄비에 넣고  물을 넉넉히 부은후, 양파, 파, 쪽마늘을  넣고 함께 끓여요.', '3. 계속 거품과 기름을 걷어내면서  끓이고 양파와 마늘, 파등은 흐물거리면  걷어냅니다.  고기도 한 두 시간정도 있다가  부드럽게 익으면 먼저 건져내세요. (수육으로 낼 겁니다)', '4. 이후 도가니는 계속 끓여요. 저는 다섯시간을 끓인 것 같은데요.  고기 걷을 때 함께 도가니탕도 드셔도 됩니다. 좀 더 끓이면 더 진한 국물맛을 볼 수가 있어요.  이제 완성! 이예요!', '5. 먼저 수육을 담아봅니다. 도가니와 사태를 썰어 큰 그릇에 보기좋게 담아요. 부추도 함께 내어주면 먹을때에도 더욱 보양식에 힘을 받고, 보기에도 그럴 듯 합니다.', '6. 아주 달고 맛있어요. 국물을 잘 안먹는 아이들은  아마 수육으로  배를 채울거예요^^', '7. 양념간장을 만들어 콕콕 찍어 먹으면  아주 감칠맛이 끝내주죠.', '8. 자! 드뎌 도가니탕도 나왔어요. 밥 훌훌 말아 뜨끈~하게 한 그릇 말아드시고 후끈! 건강하세요~']"
141,도라지생채,"도라지 200g,소금 3TS,고추가루 1TS,고추장 2TS,식초 1TS,설탕 1TS,대파 약간,깨소금 약간",4인분,30분 이내,초급,"['1. 도라지는 굵은 소금3TS를 물에 섞은 후에 도라지를 절여 줍니다', '2. 도라지를 10분정도 절인후 물기를 뺀후에 고추장1TS+고추가루1TS를 섞은 후에 도라지를 빨갛게 물들이게 조물조물 무쳐줍니다.', '3. 식초1 설탕1의 비율로 넣고 무쳐준 줍니다. 깨소금을 솔솔 뿌려서 접시위에 냅니다.']"
142,도토리묵무침,"도토리묵 1/2팩,상추 6-7장,깻잎 5장,당근(색 내기용) 조금,고춧가루 1.5큰술,진간장 5큰술,매실청 1큰술,설탕 1큰술,통깨 1큰술,대파 1/3개,청양고추(선택) 1개",2인분,15분 이내,아무나,"['1. 묵은 플라스틱 케이스에서 꺼내 반으로 잘라줍니다.', '2. 도토리묵을\xa0끓는 물에 1-2분 정도 살짝 데쳐 꺼내주세요.', '3. 묵칼을 이용해 먹기 좋은 크기로 썰어주세요. 저는 사진에서 보시는 도토리묵 한 덩어리를 4등분 해서 준비했어요.', '4. 이제 도토리묵 무침에 들어갈 야채를 손질해줍니다. 깨끗히 씻어 준 상추와 깻잎은 먹기 좋은 크기로 잘라주시고요. 당근은 채 썰어 준비해주세요.', '5. 대파와 청양고추는 잘게 다져줍니다. 요건 양념에 넣을 거예요.', '6. 그럼 도토리묵무침 양념장도 만들어 볼까요? 고춧가루 1.5 큰 술과 간장 5 큰 술, 매실청 1 큰 술, 설탕 1 큰 술, 통깨와 다져 놓은 대파와 청양고추를 투척~', '7. 양념장을 잘 섞어준 뒤 손가락으로 콕 찍어 맛을 한 번 봐주세요. 저는 간이 딱 좋아서 다른 양념 추가 없이 바로 다음 단계로 넘어갔어요.', '8. 볼에 상추와 깻잎, 당근, 도토리묵을 넣어줍니다.', '9. 그리고 나서 양념장을 부어준 뒤 조심스레 버무려주기만 하면 도토리묵무침 만들기 완성!', '10. 다이어트 음식으로 만들었는데, 먹자마자 막걸리가 생각나는 이유는 뭐죠? ㅎㅎㅎㅎ', '11. 하.. 정말 진심 너무 맛있어요 ㅠㅠ 이런 다이어트음식이라면 정말 매일 먹을 수도 있겠어요ㅎㅎㅎ 남은 도토리묵 반으로 내일 또 무침 만들어 먹어야겠어요!']"
143,돈가스,"돼지고기등심 1근,밀가루 적당량,계란 3개,빵가루 적당량,소금 적당량,후추 적당량,양상추 곁들일양,다진양파 3큰술,다진마늘 1/2큰술,케찹 1/2컵,머스터드소스 4큰술,오일 2큰술,간장 6큰술,설탕 1/2컵,후추 1/2큰술",2인분,60분 이내,아무나,"['1. 돼지고기를 두드려 넓게 펴고 소금, 후추를 조금 뿌리고 밀가루를 묻힙니다.', '2. 계란을 잘 풀어 묻힙니다.', '3. 빵가루를 묻힙니다. 잘 붙게 꼭꼭 눌러가며 묻혀주세요.', '4. 빵가루를 떨어뜨렸을 때 바로 파르르하고 위로 떠오르는 기름 온도에서 튀깁니다.', '5. 황금색이 나오면 건져놓습니다.', '6. 먼저, 양파와 마늘을  기름 두른 팬에 볶다가  양파가 투명해질때즈음  케찹과 설탕을 넣고 볶아요.', '7. 바로 간장과 머스터드를 넣고 잘 젓습니다.', '8. 후추를 넣고  양파가 완전히  물러질때까지 저어가며 끓이면 돈까스소스 완성! 입니다.', '9. 돈까스는 통째로 또는 썰어나가도  됩니다.', '10. 곁들이 양상추등을 함께 접시에 올리고 소스를 흠뻑 뿌려냅니다.']"
144,돈코츠라멘,"사리곰탕면 1봉지,삼겹살 2/3줄,채 썬 양파 1개,물 3종이컵,식용유 약간,진간장 2숟가락,올리고당 1숟가락,맛술 1숟가락,후추 약간,삶은 달걀 1/2개,숙주 1줌,송송 썬 쪽파 약간",1인분,30분 이내,아무나,"['1. 볼에 양념 재료를 넣고 양념장을 만든다.', '2. 삼겹살을 구우면서 양념을 넣고 졸인다.', '3. 팬에 식용유를 약간 두르고 채 썬 양파를 태우듯이 볶는다.', '4. 물을 붓고 라면 스프와 면을 넣는다.', '5. 고명 재료, 삼겹살을 올려 완성한다.']"
145,돌나물,"돌나물 1봉지 (두 줌),양파 1/2개,고추장 1큰술,고춧가루 1큰술,설탕 1/2큰술,다진 마늘 1큰술,식초 1큰술,매실청 2큰술,참기름 1/2큰술,통깨 1/2큰술",4인분,15분 이내,아무나,"['1. 쌉쌀하고 아삭한 식감이 좋은 돌나물 무침 만들기 ♬♪', '2. · 돌나물은 깨끗이 씻어', '3. 체에 밭쳐 물기를 빼 줍니다', '4. · 양파 1/2개는 얇게 채 썰고', '5. · 돌나물과 양파에 양념을 넣고 조물조물 무쳐주면 완성!!   ※ 돌나물무침 양념 【 고추장 1 큰 술, 고춧가루 1 큰 술, 설탕 1/2 큰 술, 다진 마늘 1 큰 술, 식초 1 큰 술, 매실청 2 큰 술, 참기름 1/2 큰 술, 통깨 1/2 큰 술 】    -밥숟가락 계량', '6. 아삭한 식감과 새콤달콤한 양념의  제철 봄나물 돌나물 무침']"
146,돌솥비빔밥,"밥 2공기,각종나물반찬들,계란 2알,고추장 3숟가락,매실청 1숟가락,올리고당 0.5숟가락,다진마늘 0.5숟가락,통깨 1숟가락,참기름 1숟가락",2인분,30분 이내,아무나,"['1. 돌솔 내부를 물로 한번 헹군 후 따뜻한 밥을 넣어 고루 펼쳐요~ 물기가 있으면 누룽지가 더 잘 생기거든요 ^^', '2. 계란프라이를 취향에 맞게 구워 밥 가운데에 올려줍니다~', '3. 각종 나물들을 계란 주변으로 가지런히 돌려 담고 뚜껑을 덮은 다음 중강불을 켜주세요.', '4. 5분 정도 지나면 솥에서 따닥따닥 소리가 나며 누룽지가 만들어지기 시작해요~ 약불로 줄여 3분정도 두면 완성입니다 ♡', '5. 분량의 재료를 섞어 비빔밥 양념장을 만들어', '6. 기호에 따라 따로 담아내거나~ 솥 위에 올려내면 된답니다~', '7. 그냥 양푼에 비벼 먹어도 너무나 맛있는 비빔밥이지만 돌솥으로 만들면 식사가 끝날때까지 뜨끈하게 즐길 수 있어요. 그리고 특유의 밥 누룬향이 코를 자극한답니다.', '8. 바닥에 생긴 누룽지는 바삭하게 긁어 먹어도 되고 물 부어뒀다 숭늉으로 즐겨보세요~ 맛있는 음식 드시고 힘찬 하루 보내세요 :D']"
147,동태국,"국멸치 9마리,다시마 1조각,동태中 1마리,무 小 1/3개,대파 小 1개,고춧가루 1스푼,물 900그람,다진마늘 1스푼(14g),국간장 3스푼,청주 2스푼,새우젓 2커피스푼,소금 약간",2인분,,초급,"['1. 동태는 손질해서 구매를 했어요. 손질된 동태는 깨끗히 씻어서 채에 밭쳐 두세요.', '2. 국물용 멸치와 다시마를 물에 넣고 센불에서 바글바글 끓입니다.   물이 끓으면 다시마는 건져내고! 약불로 줄여서 멸치만 5분정도 더 끓인 후 멸치는 버리고 국물은 육수로 씁니다.', '3. 멸치육수를 만드는 동안에 무우를 손질 합니다. 껍질을 벗긴 무우는 적당한 굵기와 크기로 빗겨썰기 합니다.', '4. 멸치 육수가 완성이 되면 무우를 넣고 바글바글 끓여 줍니다.', '5. 무우가 어느정도 익으면 고춧가루, 다진마늘, 국간장을 넣고 다시 한번 바글바글 끓입니다. 대략 3분정도 끓인 것 같습니다.', '6. 물이 끓고있는 상태에서 ~ 손질해 놓은 동태를 넣고! 청주도 넣어 줍니다.', '7. 중간중간 생기는 거품은 제거 해주세요. 국간장을 넣자마자 맛있는 향기가 스멀스멀 ^.^', '8. 생선이 익으면 새우젓, 천일염을 넣어 간을 맞추고 마지막으로 대파를 넣어 마무리 합니다.   새우젓은 커피스푼으로!! 볼록하지 않은 상태로!! 살짝 퍼서 2스푼정도 넣어줬습니다. 다져서 넣으면 좋겠지만 바로 사용 했구요. 맛을 보아 취향에 맞게 조절 하시면 됩니다.', '9. 미나리, 쑥갓, 청&홍고추 등이 있으시면 넣으셔도 좋습니다. 동태국 완성~']"
148,동태까스,"동태 1한 마리,무 1+1/2줌,두부 1/2모,대파 1/4대,청양고추 1개,다시마 육수 4컵,고추장 1큰술,고춧가루 1+1/2큰술,국간장 1큰술,청주 1큰술,다진마늘 1큰술,다진생강 1작은술,후춧가루 1/4작은술",2인분,90분 이내,아무나,"['1. [재료 손질] 1. 무 나박 썰기 2. 대파, 청양고추 어슷썰기 3. 두부 납작하게 썰기 (기호에 맞게)', '2. 동태는 흐르는 물에 씻어 물기를 빼주세요.', '3. 팬에 다시마 육수를 붓고,  분량의 재료대로 양념을 만들어 무와 양념의 반을 넣고 끓여주세요.', '4. 무가 거진 익으면  동태, 두부, 남은 양념을 넣고 끓여주세요.', '5. 마지막에 대파와 청양고추를 넣고 한소끔 더 끓여주세요. 간도 한번 보시고요.']"
149,동태전,"동태포,소금,후추,부침가루 1컵,계란 2개,식용유",4인분,30분 이내,초급,"['1. 쟁반에 키친타올을 깔고 그위에 동태포를 올려줍니다.소금과 후추를 뿌려서 밑간을 해줍니다.', '2. 부침가루를 준비합니다.부침가루 옷을 고루고루 입혀주세요.', '3. 계란을 풀어줍니다. 흰자와 노른자가 골고루 섞이도록 해주세요.', '4. 부침가루입은 동태포를 계란에 바로 넣어주세요.계란이 골고루 묻게 섞어주세요.', '5. 계란옷이 골고루 입혀지게 해주세요.', '6. 후라이팬에 오일을 넉넉하게 둘러주세요.식용유 3바퀴둘러주었습니다.', '7. 불은 중불로 한상태에서 후라이팬에 열기가 올라오면 계란옷입은 동태포를 올려주세요.', '8. 바닥면이 노릇노릇해졌는지 확인하고 뒤집어 줍니다.또 한번 뒤집어줄겁니다.', '9. 양면이 골고루 익을수있게 한번더 뒤집어줍니다.(총2번뒤집었습니다.)불은 중불에서 약불로 조절해줍니다.', '10. 바로드실거면 접시에담아 드시고,명절 제사상에 올릴거면 소쿠리채반위에 키친타올을깔고 서로간격을 유지해줘서 식혀줍니다.붙어서 식혀주면 들러붙을수있으니 간격을 유지해줍니다.']"
150,동태조림,"동태 1마리(700g),무 2줌,양파 1/4대,대파 1대,청양고추 2개,간장 3+1/2큰술,고추가루 1큰술,고추장 1/2큰술,청주 2큰술,다진마늘 1큰술,참기름 1큰술,후추 1/3작은술,매실청 1큰술,올리고당 1큰술,다시마 멸치 육수 2컵",2인분,60분 이내,초급,"['1. 잘라 사온 동태는 칼로 바늘을 긁어 주시고 뼈에 있는 핏덩이는 솔로 빡빡 문질러 씻어 주시고 너덜한 지느러미는 잘라 정리해줍니다.', '2. 그리고 흐르는 물에 흔들어 씻어 물기를 최대한 빼 줍니다.', '3. 1.5~2cm 두께로 두툼하니 자른 무 2줌을 냄비 바닥에 깔아 줍니다.', '4. 그리고 준비한 통태를 무 위에 올리고 간장 3 + 1/2큰술, 고추가루 1큰술, 고추장 1/2큰술, 청주 2큰술, 다진마늘 1큰술, 참기름 1큰술, 후추 1/3작은술, 매실청 1큰술, 올리고당 1큰술 로 만든 양념을 동태 위에 고르게 올려 줍니다.', '5. 다시마 멸치 육수 2컵 을 준비해 양념 만든 그릇에 조금 붓고 그릇에 남은 여분의 양념을 씻어 부어 줍니다.', '6. 그리고 남은 육수를 테두리 쪽으로 부어 줍니다.', '7. 그리고 채썬 양파 1/4개, 대파 흰부분 1/2대  를 어슷썰어 넣고 끓여 줍니다.', '8. 센불에서 바글바글 끓으면 중~약불로 줄여 양념을 끼얹어 주면서 졸여 줍니다. 무와 동태 살이 뭉개지니 젓지 마시고 가만히 양념을 끼얹으면 졸여 주세요.', '9. 국물이 자박하니 바닥에 한층 정도 남으면 대파 초록부분 1/2대, 청양고추 2개를 어슷 썰어 넣어 주세요.']"
151,동태찌개,"동태 1한 마리,무 1+1/2줌,두부 1/2모,대파 1/4대,청양고추 1개,다시마 육수 4컵,고추장 1큰술,고춧가루 1+1/2큰술,국간장 1큰술,청주 1큰술,다진마늘 1큰술,다진생강 1작은술,후춧가루 1/4작은술",2인분,90분 이내,아무나,"['1. [재료 손질] 1. 무 나박 썰기 2. 대파, 청양고추 어슷썰기 3. 두부 납작하게 썰기 (기호에 맞게)', '2. 동태는 흐르는 물에 씻어 물기를 빼주세요.', '3. 팬에 다시마 육수를 붓고,  분량의 재료대로 양념을 만들어 무와 양념의 반을 넣고 끓여주세요.', '4. 무가 거진 익으면  동태, 두부, 남은 양념을 넣고 끓여주세요.', '5. 마지막에 대파와 청양고추를 넣고 한소끔 더 끓여주세요. 간도 한번 보시고요.']"
152,동태찜,"동태 1마리,홍고추 1개,청양고추 1개,무,양파 조금,고추가루 2큰술,다진마늘 1큰술,미림 3큰술,생강 1작은 술,간장 5큰술,멸치액 1큰술,설탕 1큰술,참기름 1큰술,후추가루 조금,물 10큰술",4인분,60분 이내,중급,"['1. 위의 재료를 썰어 준비해주세요.', '2. 양념장을 만들어 숙성 시켜주세요.', '3. 살짝 말려진 동태는 지느러미등 가위로 잘라내고 적당한 크기로 자른후 씻어 손질합니다.', '4. 박썬 무를 냄비에 깔고 동태를 올리고 양파넣고 양념장을 뿌린 후 고추도 올려줍니다.', '5. 은근히 끓여주고 중간중간 양념장을 얹어줍니다.']"
153,동파육,"통삼겹살 600그람,붉은 양파 1개,파채 50그람,참기름 2작은 술,소금 1/2작은 술,물 1컵,간장 3큰술,설탕 1큰술,꿀 2큰술,참기름 1작은술",4인분,90분 이내,중급,"['1. 삽겹살 통째로 600그람을 물이 끓을 때 넣어줍니다. 붉은 양파 한개도 껍질채 썰어 넣어요.', '2. 중불에서 30분정도 끓여  젓가락이 쑤욱~들어갈 정도로 익으면 삽겹살을 건져주세요. 흐르는 찬물에서 깨끗하게 씻어요.', '3. 1.5cm~2cm 두께로 썰어 팬에서 노릇노릇 익힙니다.', '4. 물1컵. 간장 3큰 술. 설탕 1큰 술을 넣고 뭉근하게 서서히 조립니다. 국물이 거의 없어지면 꿀 2큰 술 참기름 1작은 술을 넣고  뒤적뒤적 하면서 조금 더 조립니다.', '5. 참기름과 소금으로 밑간한 파채를 중심에 올리고... 완성된 동파육을 가장자리에 돌려 담기 해요. 음식을 그릇에 낼 때는 가장자리 여백이 있어야 요리가 돋보여요. 접시에 꽉 차게 담는 것은 절대로 금물~~ 정갈하게 조금씩만 담아냅니다*^^*']"
154,돼지갈비찜,"돼지갈비 900g,감자 1개,양파 1개,대파 1대,진간장 7T,간마늘 2T,고추가루 4T,고추장 4T,올리고당 1T,설탕 2T,참기름 2T,후추 1/2T,물",2인분,90분 이내,아무나,"['1. 재료를 준비해주세요', '2. 돼지고기를 물에 담궈 핏물을 빼줍니다', '3. 대파,양파,청양고추를 큼직하게 썰어줍니다', '4. 고추장,고추가루,간장,다진마늘,설탕,올리고당,후추,참기름을 넣고 잘 섞어줍니다', '5. 핏기를 뺀 돼지고기를 끓는물에 5분정도 삶아주세요', '6. 삶은 돼지갈비를 채에 받친 후 물로 씻어주세요', '7. 냄비에 삶은 돼지갈비,양념장,청양고추를 넣은 다음 돼지갈비가 푹 잠기게 물을 넣어주세요', '8. 센불에서 물이 팔팔 끓을때까지 두신 후 팔팔 끓기 시작하면 뚜껑을 덮고 중불에서 20분간 끓여주세요', '9. 뚜껑을 열고 감자를 넣고 10분간 삶아주세요', '10. 대파와 양파를 넣고 5~10분정도 더 삶아주세요', '11. 물이 적당히 쫄아 들면 완성입니다']"
155,돼지고기덮밥,"돼지고기 1인분,고추장 1작은술,굴소스 1큰술,올리고당 1+1/2큰술,참기름 1큰술,맛술 약간,물 1큰술,간장 1작은술,다진마늘 1/2작은술,강황가루(카레가루) 약간",1인분,30분 이내,초급,"['1. 키친타올로 핏기를 제거하고(해동시켜더니 핏물이 조금씩 나오더라구요) 껍질부분은 제거했어요. 볶아내면 기름부분이 너무 많으면 싫더라구요.', '2. 파프리카와 꽈리고추, 양파와 대파약간을 준비했는데요. 고기만 달달 볶아내서 덮밥으로 먹기에는 많이 허전하잖아요. 여기에 아삭한 채소와 살짝 매콤한 고추도 넣어주어야 비로소 완성이랍니다. 파프리카와 양파, 꽈리고추는 사방 1cm크기로 썰어내고 대파는 얇게 채썰어주세요.', '3. 덮밥용소스는 달짝지근하면서도 살짝 매콤하게 만들었어요. 위 분량의 양념을 섞어줍니다.', '4. 달궈진 팬에 기름을 약간량 두른 후 치악산 금돈 앞다리살을 넣고 후춧가루로 살짝 간을 하여 누린내를 잡아준 후 센불에서 볶아주세요.', '5. 돼지고기가 2/3가량 익고나면 야채를 넣어 다시한번 볶아줍니다. 이땐 고기만 익을정도면 충분해요. 야채의 아삭거림이 있어주어야 더 맛나거든요.', '6. 소스를 넣어 중약불에서 살짝 볶아줍니다. 너무 오래 볶아내지 않으셔도 좋아요.', '7. 그릇에 따뜻한 밥을 올린 후 그 위에 완성된 매콤한 돼지고기볶음을 올려주세요. 소스가 넉넉해서 비벼먹기 좋을거에요. 참깨와 대파를 살짝 올려 쓱싹 비벼드세요^^']"
